epoch,batch,train_loss,train_accuracy,train_precision,train_recall,train_f1-score
0,0,8.055601,0.0,0.0,0.0,0.0
1,1,6.338411,0.03125,0.021739130434782608,0.010869565217391304,0.014492753623188404
1,2,7.701266,0.03125,0.0012755102040816326,0.03571428571428571,0.002463054187192118
1,3,4.6479874,0.15625,0.0946969696969697,0.12121212121212122,0.09764309764309764
1,4,4.3397512,0.0625,0.0102880658436214,0.07407407407407407,0.017989417989417986
1,5,5.168228,0.09375,0.049999999999999996,0.07142857142857142,0.056122448979591844
1,6,3.90515,0.21875,0.17424242424242425,0.19696969696969696,0.18181818181818182
1,7,3.2462916,0.40625,0.17528735632183906,0.25862068965517243,0.2011494252873563
1,8,3.8337193,0.0625,0.020833333333333336,0.07142857142857142,0.029304029304029304
1,9,3.1879878,0.25,0.22413793103448276,0.22413793103448276,0.21264367816091956
1,10,3.0912528,0.3125,0.18924731182795698,0.24193548387096775,0.1978494623655914
1,11,3.7845027,0.28125,0.22530864197530864,0.25925925925925924,0.21851851851851853
1,12,2.9230056,0.375,0.2876344086021505,0.3118279569892473,0.2924731182795699
1,13,2.7525852,0.375,0.3,0.3333333333333333,0.29666666666666663
1,14,3.3764849,0.21875,0.1478494623655914,0.20967741935483872,0.15806451612903225
1,15,3.1802628,0.25,0.18333333333333332,0.2277777777777778,0.18888888888888886
1,17,2.1555495,0.46875,0.36363636363636365,0.3787878787878788,0.35252525252525246
1,18,1.9576019,0.5625,0.40686274509803916,0.4313725490196078,0.4107843137254901
1,19,2.9068966,0.25,0.16666666666666666,0.20588235294117646,0.16666666666666666
1,20,2.5327668,0.34375,0.27586206896551724,0.2264367816091954,0.23694581280788177
1,21,2.8434615,0.3125,0.2111111111111111,0.24444444444444444,0.21333333333333335
1,22,2.5046353,0.4375,0.34375,0.31770833333333337,0.3125
1,23,2.3573928,0.40625,0.3273809523809524,0.35714285714285715,0.3261904761904762
1,24,2.3705494,0.34375,0.21839080459770113,0.21839080459770113,0.2011494252873563
1,25,2.4285023,0.40625,0.32716049382716045,0.3117283950617284,0.3
1,26,2.5183253,0.3125,0.18888888888888886,0.19444444444444445,0.1722222222222222
1,27,2.353522,0.40625,0.34567901234567905,0.3364197530864197,0.31569664902998235
1,28,2.436108,0.40625,0.35,0.3055555555555555,0.31333333333333335
1,29,2.2747254,0.4375,0.359375,0.3802083333333333,0.35833333333333334
1,30,2.2554524,0.46875,0.36363636363636365,0.3131313131313131,0.3202020202020202
1,31,2.009177,0.53125,0.42528735632183906,0.4482758620689655,0.4080459770114942
1,32,2.5326524,0.34375,0.20707070707070707,0.24242424242424243,0.21717171717171715
1,33,1.9465747,0.5,0.3494623655913978,0.4032258064516129,0.3602150537634408
1,34,2.357777,0.40625,0.2277777777777778,0.24444444444444444,0.22904761904761906
1,35,2.0084221,0.46875,0.3548387096774194,0.3602150537634408,0.33655913978494617
1,36,1.9646865,0.375,0.2962962962962963,0.2777777777777778,0.27037037037037037
1,37,2.3988807,0.46875,0.28735632183908044,0.25862068965517243,0.2632183908045977
1,38,2.7873144,0.40625,0.29310344827586204,0.29885057471264365,0.28620689655172415
1,39,2.5053678,0.34375,0.26881720430107525,0.23387096774193547,0.22150537634408604
1,40,2.576352,0.25,0.17647058823529413,0.19117647058823528,0.1754901960784314
1,41,2.1041026,0.5,0.43209876543209874,0.4197530864197531,0.391358024691358
1,42,1.8811804,0.53125,0.4086021505376344,0.4086021505376344,0.4032258064516128
1,43,1.6879996,0.46875,0.42592592592592593,0.38271604938271603,0.38271604938271603
1,44,1.6800238,0.625,0.5833333333333333,0.5512820512820512,0.5564102564102564
1,45,2.3174202,0.4375,0.35,0.35,0.35
1,46,1.4252417,0.65625,0.5185185185185185,0.4691358024691358,0.4740740740740741
1,47,2.0225184,0.53125,0.4252873563218391,0.43678160919540227,0.41264367816091946
1,48,2.5737166,0.34375,0.20588235294117646,0.20588235294117646,0.2009803921568627
1,49,2.2808063,0.5,0.40384615384615385,0.358974358974359,0.356043956043956
1,50,1.707707,0.53125,0.47126436781609193,0.4482758620689655,0.44137931034482764
1,51,1.9981508,0.375,0.3333333333333333,0.3422619047619047,0.3178571428571429
1,52,2.3857973,0.375,0.2708333333333333,0.2864583333333333,0.26041666666666663
1,53,1.945472,0.53125,0.43229166666666663,0.390625,0.3895833333333333
1,54,1.5594176,0.6875,0.6111111111111112,0.6296296296296297,0.5987654320987653
1,55,1.7804251,0.5,0.3842364532019704,0.43678160919540227,0.37643678160919536
1,56,2.1194334,0.5,0.3888888888888889,0.3444444444444444,0.34888888888888886
1,57,2.0934231,0.4375,0.3548387096774194,0.3118279569892473,0.310752688172043
1,58,2.4890532,0.3125,0.24444444444444444,0.23888888888888887,0.22666666666666666
1,59,1.5478398,0.46875,0.3440860215053763,0.3010752688172043,0.29892473118279567
1,60,1.7805557,0.5,0.3888888888888889,0.345679012345679,0.3604938271604938
1,61,2.172915,0.34375,0.27419354838709675,0.26881720430107525,0.25161290322580643
1,62,2.0144467,0.4375,0.234375,0.2734375,0.24449404761904758
1,63,2.1219711,0.40625,0.3017241379310345,0.3620689655172414,0.31839080459770114
1,64,2.0077832,0.53125,0.4032258064516129,0.3655913978494623,0.3683563748079877
1,65,1.8562486,0.4375,0.3333333333333333,0.31666666666666665,0.31111111111111106
1,66,1.8960996,0.53125,0.4032258064516129,0.4301075268817204,0.4032258064516128
1,67,1.34319,0.71875,0.6166666666666667,0.5916666666666667,0.5952380952380951
1,68,1.7465684,0.53125,0.40555555555555556,0.3555555555555555,0.36444444444444446
1,69,1.2860317,0.65625,0.6607142857142857,0.6071428571428571,0.613095238095238
1,70,1.8958428,0.5625,0.43333333333333335,0.4722222222222222,0.4377777777777777
1,71,1.5210764,0.625,0.4852941176470588,0.5294117647058824,0.5
1,72,1.528554,0.65625,0.5625,0.5952380952380951,0.5547619047619047
1,73,2.0901394,0.5625,0.44642857142857145,0.375,0.3976190476190476
1,74,1.8363402,0.5,0.3879310344827586,0.3563218390804597,0.35057471264367807
1,75,1.6802068,0.59375,0.3950617283950617,0.41049382716049376,0.3971781305114639
1,76,1.1367933,0.59375,0.48214285714285715,0.5089285714285714,0.4710884353741496
1,77,2.0298905,0.53125,0.41954022988505746,0.41954022988505746,0.4022988505747126
1,78,1.0970218,0.6875,0.6666666666666666,0.5802469135802469,0.6098765432098766
1,79,2.3566186,0.53125,0.39444444444444443,0.39166666666666666,0.3722222222222222
1,80,1.6497087,0.5625,0.47413793103448276,0.4396551724137931,0.4298850574712644
1,81,1.5820538,0.5,0.4166666666666667,0.34722222222222227,0.36222222222222217
1,82,1.7281224,0.53125,0.45161290322580644,0.43548387096774194,0.4247311827956989
1,83,1.8135887,0.46875,0.3359375,0.30729166666666663,0.3080357142857143
1,84,1.6761296,0.59375,0.5148809523809523,0.47619047619047616,0.4818027210884353
1,85,1.8592621,0.5625,0.5172413793103449,0.4540229885057471,0.464367816091954
1,86,1.9593856,0.40625,0.23333333333333334,0.28055555555555556,0.24222222222222223
1,87,1.6914732,0.53125,0.45833333333333337,0.42857142857142855,0.4285714285714285
1,88,1.3684227,0.59375,0.5333333333333333,0.5,0.4944444444444444
1,89,2.080474,0.46875,0.4166666666666667,0.36666666666666664,0.37666666666666665
1,90,1.7581121,0.59375,0.5344827586206896,0.47126436781609193,0.48735632183908045
1,91,1.9079607,0.53125,0.43548387096774194,0.4010752688172043,0.40591397849462363
1,92,1.5773665,0.5625,0.44252873563218387,0.43448275862068964,0.4224137931034483
1,93,1.5220224,0.625,0.5459770114942528,0.5344827586206896,0.5218390804597701
1,94,1.5598245,0.5625,0.43548387096774194,0.47311827956989244,0.4451612903225806
