epoch,batch,train_loss,train_accuracy,train_precision,train_recall,train_f1-score
0,0,3.8043203,0.0,0.0,0.0,0.0
1,1,3.6671047,0.125,0.05459770114942528,0.08045977011494251,0.06387520525451561
1,2,3.7531478,0.0625,0.036036036036036036,0.04054054054054054,0.03153153153153153
1,3,3.7724953,0.0625,0.029411764705882353,0.04411764705882353,0.034313725490196074
1,4,3.5514202,0.25,0.14226190476190476,0.23214285714285715,0.1596938775510204
1,5,3.5789561,0.125,0.10344827586206896,0.1206896551724138,0.10344827586206895
1,6,3.3655033,0.28125,0.13978494623655913,0.16129032258064516,0.13717357910906297
1,7,3.3966205,0.1875,0.12745098039215685,0.14705882352941177,0.12254901960784315
1,8,3.3408086,0.25,0.14080459770114945,0.1839080459770115,0.14252873563218388
1,9,3.094271,0.375,0.2175925925925926,0.2916666666666667,0.24074074074074073
1,10,3.0187318,0.375,0.2202380952380952,0.30357142857142855,0.2357142857142857
1,11,3.3256714,0.21875,0.1611111111111111,0.12222222222222222,0.1288888888888889
1,12,2.9402843,0.34375,0.15625,0.21875,0.17916666666666667
1,13,2.9301949,0.21875,0.20967741935483872,0.20967741935483872,0.2043010752688172
1,14,2.8884356,0.25,0.19191919191919193,0.18686868686868685,0.18080808080808078
1,15,3.2498941,0.34375,0.20104166666666667,0.21875,0.1953125
1,16,2.713761,0.40625,0.2688172043010753,0.3064516129032258,0.264516129032258
1,17,2.4060795,0.46875,0.3020833333333333,0.3151041666666667,0.3038690476190476
1,18,2.3483717,0.4375,0.3563218390804597,0.41379310344827586,0.367816091954023
1,19,2.6940122,0.40625,0.3118279569892473,0.3870967741935484,0.33548387096774196
1,20,2.513707,0.40625,0.29444444444444445,0.34027777777777773,0.28769841269841273
1,21,2.4472773,0.3125,0.22126436781609193,0.32183908045977005,0.23793103448275862
1,22,2.5829732,0.3125,0.22258064516129034,0.24193548387096775,0.21735791090629797
1,23,2.2110023,0.46875,0.390625,0.390625,0.375
1,24,2.1601813,0.40625,0.35185185185185186,0.35185185185185186,0.33333333333333326
1,25,2.3706841,0.4375,0.34523809523809523,0.3392857142857143,0.330952380952381
1,26,1.9631319,0.40625,0.359375,0.2875,0.30729166666666663
1,27,2.527755,0.28125,0.203125,0.22395833333333331,0.203125
1,28,2.3318746,0.34375,0.21354166666666669,0.28125,0.22916666666666666
1,29,2.0784624,0.46875,0.3939393939393939,0.3282828282828283,0.34848484848484845
1,30,2.1816397,0.46875,0.3448275862068966,0.3247126436781609,0.3272577996715928
1,31,1.6267614,0.5,0.3160919540229885,0.3505747126436781,0.3195402298850574
1,32,2.0944421,0.3125,0.2708333333333333,0.2109375,0.22499999999999998
1,33,2.070602,0.5,0.36979166666666663,0.375,0.359375
1,34,2.618305,0.34375,0.27976190476190477,0.30357142857142855,0.26785714285714285
1,35,2.4603152,0.375,0.29901960784313725,0.28431372549019607,0.28431372549019607
1,36,2.3702986,0.34375,0.2523809523809524,0.2571428571428571,0.2333333333333333
1,37,1.979955,0.40625,0.26515151515151514,0.2676767676767676,0.2603174603174603
1,38,1.8979353,0.375,0.34375,0.26666666666666666,0.2864583333333333
1,39,1.8203835,0.53125,0.390625,0.33854166666666663,0.3520833333333333
1,40,2.2700157,0.4375,0.3620689655172414,0.3045977011494253,0.31494252873563217
1,41,2.1650052,0.4375,0.36363636363636365,0.3484848484848485,0.3434343434343434
